kind,condition,arm,seed,phase,value,run_complete,n_cells
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,r2teacher,0,home,0.6166666666666667,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,r2teacher,0,picked,0.7333333333333334,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,r2teacher,1,home,0.5,,1
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,r2teacher,1,picked,0.7,,1
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,r2teacher,2,home,0.6333333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,r2teacher,2,picked,0.75,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,r2teacher,7,home,0.5083333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,r2teacher,7,picked,0.7583333333333334,,4
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,0,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,0,picked,0.13333333333333333,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,1,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,1,picked,0.1,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,2,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,2,picked,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,3,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,3,picked,0.23333333333333334,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,4,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,4,picked,0.2,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,5,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,5,picked,0.16666666666666666,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,6,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,6,picked,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,7,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,7,picked,0.1,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,8,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,human,8,picked,0.2,,1
