comparison,arm_role,arm,seed,k,n,cell,statistic,action_mode,source,path
carry_r2d_push,machine,dDP,3,33,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s3/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,machine,dDP,4,50,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s4/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,machine,dDP,5,20,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s5/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,machine,dDP,6,50,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s6/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,machine,dDP,7,39,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s7/fresh_eval_polE_mode_cp/metrics.json
e2e_picked,human,dHfull,0,8,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,human,dHfull,1,18,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,human,dHfull,2,18,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,human,dHfull,3,18,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,human,dHfull,4,18,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,human,dHfull,5,9,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,human,dHfull,6,11,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,human,dHfull,7,18,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,machine,dDPfull,0,14,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,machine,dDPfull,1,10,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,machine,dDPfull,2,22,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,machine,dDPfull,3,14,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,machine,dDPfull,4,19,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,machine,dDPfull,5,19,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,machine,dDPfull,6,15,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked,machine,dDPfull,7,16,30,rnd30_v2,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_v2/metrics.json
e2e_picked_asrecorded,human,dHfull,0,8,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s0/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,human,dHfull,1,18,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s1/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,human,dHfull,2,19,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s2/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,human,dHfull,3,19,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s3/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,human,dHfull,4,18,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s4/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,human,dHfull,5,9,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s5/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,human,dHfull,6,11,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s6/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,human,dHfull,7,18,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s7/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,machine,dDPfull,0,14,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s0/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,machine,dDPfull,1,10,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s1/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,machine,dDPfull,2,22,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s2/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,machine,dDPfull,3,14,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s3/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,machine,dDPfull,4,19,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s4/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,machine,dDPfull,5,19,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s5/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,machine,dDPfull,6,15,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s6/fresh_eval_rnd30_mode/metrics.json
e2e_picked_asrecorded,machine,dDPfull,7,16,30,rnd30,picked,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s7/fresh_eval_rnd30_mode/metrics.json
e2e_contact_push,human,dHfull,0,3,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,human,dHfull,1,6,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,human,dHfull,2,12,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,human,dHfull,3,6,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,human,dHfull,4,1,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,human,dHfull,5,6,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,human,dHfull,6,4,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,human,dHfull,7,11,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,machine,dDPfull,0,5,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,machine,dDPfull,1,6,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,machine,dDPfull,2,11,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,machine,dDPfull,3,5,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,machine,dDPfull,4,5,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,machine,dDPfull,5,4,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,machine,dDPfull,6,11,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push,machine,dDPfull,7,4,30,rnd30_v2,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_v2/metrics.json
e2e_contact_push_asrecorded,human,dHfull,0,3,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,human,dHfull,1,6,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,human,dHfull,2,12,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,human,dHfull,3,6,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,human,dHfull,4,1,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,human,dHfull,5,6,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,human,dHfull,6,4,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,human,dHfull,7,11,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,machine,dDPfull,0,5,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,machine,dDPfull,1,6,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,machine,dDPfull,2,11,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,machine,dDPfull,3,5,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,machine,dDPfull,4,5,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,machine,dDPfull,5,4,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,machine,dDPfull,6,11,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_cp/metrics.json
e2e_contact_push_asrecorded,machine,dDPfull,7,4,30,rnd30_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest,human,dHfull,0,1,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,human,dHfull,1,2,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,human,dHfull,2,1,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,human,dHfull,3,4,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,human,dHfull,4,1,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,human,dHfull,5,0,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,human,dHfull,6,0,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,human,dHfull,7,2,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,machine,dDPfull,0,1,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,machine,dDPfull,1,1,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,machine,dDPfull,2,2,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,machine,dDPfull,3,4,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,machine,dDPfull,4,3,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,machine,dDPfull,5,2,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,machine,dDPfull,6,7,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest,machine,dDPfull,7,5,30,rnd30_v2,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_honest_asrecorded,human,dHfull,0,1,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,human,dHfull,1,2,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,human,dHfull,2,1,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,human,dHfull,3,4,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,human,dHfull,4,1,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,human,dHfull,5,0,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,human,dHfull,6,0,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,human,dHfull,7,2,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,machine,dDPfull,0,1,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,machine,dDPfull,1,1,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,machine,dDPfull,2,2,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,machine,dDPfull,3,4,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,machine,dDPfull,4,3,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,machine,dDPfull,5,2,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,machine,dDPfull,6,7,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_honest_asrecorded,machine,dDPfull,7,5,30,rnd30_cp,nested_honest,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_cp/metrics.json
e2e_nested_proxy,human,dHfull,0,2,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,human,dHfull,1,4,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_v2/metrics.json
